File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ocradlib.cc,"OCRAD_set_image( OCRAD_Descriptor * const ocrdes, const OCRAD_Pixmap * const image, const bool invert )",19,18,10,5,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ocradlib.cc,"OCRAD_set_image_from_file( OCRAD_Descriptor * const ocrdes, const char * const filename, const bool invert )",24,24,17,7,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ocradlib.cc,"OCRAD_set_utf8_format( OCRAD_Descriptor * const ocrdes, const bool utf8 )",4,4,4,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ocradlib.cc,"OCRAD_set_threshold( OCRAD_Descriptor * const ocrdes, const int threshold )",6,6,5,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ocradlib.cc,"OCRAD_scale( OCRAD_Descriptor * const ocrdes, const int value )",7,7,7,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ocradlib.cc,"OCRAD_set_exportfile( OCRAD_Descriptor * const ocrdes, const char * const filename)",13,11,9,5,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ocradlib.cc,"OCRAD_recognize( OCRAD_Descriptor * const ocrdes, const bool layout )",13,11,8,5,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ocradlib.cc,OCRAD_result_blocks( OCRAD_Descriptor * const ocrdes ),3,3,3,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ocradlib.cc,"OCRAD_result_lines( OCRAD_Descriptor * const ocrdes, const int blocknum )",5,5,4,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ocradlib.cc,OCRAD_result_chars_total( OCRAD_Descriptor * const ocrdes ),7,7,5,4,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ocradlib.cc,"OCRAD_result_chars_block( OCRAD_Descriptor * const ocrdes, const int blocknum )",8,8,6,4,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ocradlib.cc,"OCRAD_result_chars_line( OCRAD_Descriptor * const ocrdes, const int blocknum, const int linenum )",8,8,4,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ocradlib.cc,"OCRAD_result_line( OCRAD_Descriptor * const ocrdes, const int blocknum, const int linenum )",17,17,9,6,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ocradlib.cc,OCRAD_result_first_character( OCRAD_Descriptor * const ocrdes ),17,17,9,5,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ocrcheck.cc,"main( const int argc, const char * const argv[] )",94,86,52,24,7,2,1,12,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,"otsu_th( const std::vector< std::vector< uint8_t > > & data, const Rectangle & re, const int maxval )",33,29,22,8,4,5,0,16,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,"absolute_pos( Rational pos, const int left, const int right )",15,14,10,4,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,"convol_23( std::vector< std::vector< uint8_t > > & data, const int scale )",37,35,22,6,2,4,0,12,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,"convol_n( std::vector< std::vector< uint8_t > > & data, const int scale )",34,32,21,10,2,5,0,18,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,enlarge_2b( std::vector< std::vector< uint8_t > > & data ),34,31,24,8,3,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,enlarge_3b( std::vector< std::vector< uint8_t > > & data ),46,44,35,12,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,"enlarge_n( std::vector< std::vector< uint8_t > > & data, const int n )",19,18,14,5,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,mirror_left_right( std::vector< std::vector< uint8_t > > & data ),4,4,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,mirror_top_bottom( std::vector< std::vector< uint8_t > > & data ),3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,"mirror_diagonal( std::vector< std::vector< uint8_t > > & data, Rectangle & re )",29,26,15,7,3,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,"Page_image::Page_image( const OCRAD_Pixmap & image, const bool invert )",45,44,26,15,1,3,0,6,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,"Page_image::Page_image( const Page_image & source, const int scale )",27,25,17,5,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,Page_image::threshold( const Rational & th ),5,5,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,Page_image::threshold( const int th ),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,Page_image::cut( const Rational ltwh[4] ),38,30,24,12,7,0,1,4,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,Page_image::draw_mask( const Mask & m ),33,32,20,11,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,Page_image::draw_rectangle( const Rectangle & re ),13,13,9,8,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,Page_image::draw_track( const Track & tr ),16,16,10,9,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,Page_image::scale( int n ),23,23,14,9,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image.cc,Page_image::transform( const Transformation & t ),21,21,11,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image_io.cc,pnm_getrawbyte( FILE * const f ),7,5,4,2,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image_io.cc,pnm_getc( FILE * const f ),11,10,9,3,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image_io.cc,pnm_getint( FILE * const f ),15,14,11,4,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image_io.cc,pbm_getbit( FILE * const f ),8,6,6,2,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image_io.cc,"Page_image::read_p1( FILE * const f, const bool invert )",11,11,5,5,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image_io.cc,"Page_image::read_p4( FILE * const f, const bool invert )",19,19,9,7,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image_io.cc,"Page_image::read_p2( FILE * const f, const bool invert )",16,15,12,6,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image_io.cc,"Page_image::read_p5( FILE * const f, const bool invert )",16,15,12,6,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image_io.cc,"Page_image::read_p3( FILE * const f, const bool invert )",21,20,16,6,1,3,0,6,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image_io.cc,"Page_image::read_p6( FILE * const f, const bool invert )",21,20,16,6,1,3,0,6,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image_io.cc,"Page_image::Page_image( FILE * const f, const bool invert )",43,38,27,10,5,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\page_image_io.cc,"Page_image::save( FILE * const f, const char filetype ) const",55,54,28,19,1,7,0,15,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,"Profile::Profile( const Bitmap & bm_, const Type t )",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::initialize(),54,54,40,15,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::mean(),9,9,7,5,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::max(),8,8,6,4,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,"Profile::max( const int l, int r )",6,6,6,4,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::min(),8,8,6,4,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,"Profile::min( const int l, int r )",6,6,6,4,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::operator[]( int i ),5,5,5,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,"Profile::area( const int l, int r )",6,6,6,4,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,"Profile::increasing( int i, const int min_delta )",6,6,5,5,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::decreasing( int i ),8,8,6,5,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::isconcave(),23,21,15,11,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::isconvex(),45,43,31,20,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::isflat(),12,11,8,4,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::isflats(),19,18,14,9,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::ispit(),34,30,21,16,4,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::iscpit( const int cpos ),22,20,15,11,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::islpit(),16,15,13,8,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::istpit(),14,13,9,6,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::isupit(),33,32,24,13,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::isvpit(),20,19,13,7,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::istip(),30,29,21,10,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::isctip( const int cpos ),32,30,21,15,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::imaximum(),12,9,7,6,3,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,"Profile::iminimum( const int m, int th )",22,20,17,11,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::minima( int th ),17,16,14,7,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\profile.cc,Profile::straight( int * const dyp ),19,18,15,8,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.cc,"gcd( int n, int m )",9,8,6,5,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.cc,"llgcd( long long n, long long m )",9,8,6,5,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.cc,overflow_string( const int n ),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.cc,overflow_value( const int n ),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.cc,lloverflow_value( const long long n ),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.cc,"Rational::normalize( long long n, long long d )",13,12,10,4,1,1,0,2,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.cc,Rational::normalize(),18,18,12,7,0,1,0,4,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.cc,Rational::inverse() const,7,7,7,3,0,2,0,6,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.cc,Rational::operator+=( const Rational & r ),9,8,7,3,1,2,0,6,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.cc,Rational::operator*=( const Rational & r ),8,7,7,3,1,2,0,6,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.cc,Rational::round() const,7,7,6,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.cc,Rational::parse( const char * const s ),51,46,33,18,5,1,0,3,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.cc,"Rational::to_decimal( const unsigned iwidth, int prec ) const",20,18,16,7,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.cc,Rational::to_fraction( const unsigned width ) const,13,11,13,4,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,error( const char * const msg ),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,"Rectangle::Rectangle( const int l, const int t, const int r, const int b )",8,8,5,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,Rectangle::left( const int l ),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,Rectangle::top( const int t ),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,Rectangle::right( const int r ),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,Rectangle::bottom( const int b ),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,Rectangle::height( const int h ),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,Rectangle::width( const int w ),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,"Rectangle::add_point( const int row, const int col )",3,3,3,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,Rectangle::add_rectangle( const Rectangle & re ),5,5,5,4,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,Rectangle::enlarge( const int scale ),3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,"Rectangle::move( const int row, const int col )",3,3,3,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,Rectangle::includes( const Rectangle & re ) const,3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,"Rectangle::includes( const int row, const int col ) const",2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,Rectangle::strictly_includes( const Rectangle & re ) const,3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,"Rectangle::strictly_includes( const int row, const int col ) const",2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,Rectangle::includes_hcenter( const Rectangle & re ) const,1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,Rectangle::includes_vcenter( const Rectangle & re ) const,1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,Rectangle::h_includes( const Rectangle & re ) const,1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,Rectangle::v_includes( const Rectangle & re ) const,1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,Rectangle::h_includes( const int col ) const,1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rectangle.cc,Rectangle::v_includes( const int row ) const,1,1,1,0,0,0,0,0,
